order_id,customer_id,order_date,total_amount,status,channel
1257.0,,,"R1274,83",completed,store
1258.0,2642.0,02/02/1987,R 3380,Done,app
1259.0,425.0,,4243,,store
,3268.0,18/01/2025,3069,CANCELLED,web
,525.0,05/07/1986,R 3604,CANCELLED,
1262.0,2979.0,invalid_date,R -200,Completed,app
1263.0,3666.0,invalid_date,,CANCELLED,app
1264.0,,1981/08/30,,,web
1265.0,4685.0,invalid_date,R 1547,completed,app
1266.0,3295.0,2018/05/16,,,web
1267.0,2746.0,21/04/2014,"R313,41",completed,store
1268.0,285.0,1984-06-13,R 3257,CANCELLED,
,1344.0,2007-09-09,R -200,CANCELLED,app
1270.0,3373.0,2017-02-09,R -200,Completed,app
1271.0,,1973/09/07,,Completed,
1272.0,3653.0,2002-07-29,R -200,Done,app
1273.0,956.0,30/06/1998,,,
1274.0,102.0,1974/03/14,904,Completed,store
1275.0,2955.0,2014-07-11,"R3902,52",Completed,web
1276.0,738.0,,2442,Completed,app
1277.0,142.0,1996-11-26,R 634,Done,web
1278.0,3644.0,invalid_date,"R775,22",,app
1279.0,36.0,16/09/2005,R -200,Done,store
1280.0,4123.0,,,CANCELLED,
1281.0,2479.0,invalid_date,R 4936,,
1282.0,2144.0,invalid_date,R 3588,CANCELLED,store
1283.0,3410.0,,R -200,Completed,store
1284.0,4454.0,1977-03-19,,Done,web
1285.0,4202.0,1977/10/25,R -200,Done,
1286.0,1079.0,,"R3032,81",CANCELLED,app
1287.0,701.0,invalid_date,"R1065,38",completed,web
1288.0,1323.0,invalid_date,R 286,Done,app
1289.0,4241.0,1996-08-19,1206,completed,web
1290.0,3118.0,invalid_date,310,Done,app
1291.0,2874.0,1990/09/19,R 1177,Completed,
1292.0,4258.0,,"R3598,39",Done,
1293.0,4839.0,2003-10-24,2435,,store
1294.0,1087.0,invalid_date,1851,CANCELLED,web
1295.0,2483.0,invalid_date,4134,CANCELLED,app
1296.0,4188.0,07/09/1982,,CANCELLED,web
1297.0,2469.0,invalid_date,2290,Done,
1298.0,4574.0,2002-11-05,4122,completed,web
1299.0,1677.0,2022/08/02,,completed,store
1300.0,2187.0,29/06/2022,4191,CANCELLED,app
1301.0,2960.0,25/06/1992,,,web
1302.0,1064.0,1977-02-21,,completed,web
1303.0,3703.0,invalid_date,,CANCELLED,app
1304.0,1743.0,1979/07/25,R 4756,Completed,
1305.0,4592.0,1972/11/12,R -200,,store
1306.0,2719.0,20/01/2005,R -200,Completed,web
1307.0,4944.0,invalid_date,"R3595,48",,app
1308.0,4486.0,20/09/1976,R -200,Completed,
1309.0,858.0,2009-01-27,R 3669,Completed,web
1310.0,3509.0,22/02/1980,R -200,completed,app
1311.0,1101.0,1998/08/05,R -200,,app
1312.0,85.0,23/09/2024,R -200,CANCELLED,web
1313.0,1694.0,13/05/1984,R -200,completed,store
1314.0,,2022/10/27,,CANCELLED,store
1315.0,1236.0,,,,
1316.0,696.0,1993/11/22,"R1388,68",completed,app
1317.0,3526.0,,"R600,10",Completed,
1318.0,2705.0,26/02/1994,R 3028,Done,store
1319.0,225.0,07/02/1977,"R4300,79",CANCELLED,
1320.0,3580.0,17/06/2012,R 4325,Done,
1321.0,,1971/05/12,R -200,,store
1322.0,544.0,2012-09-06,"R898,0",,app
1323.0,1083.0,2018-01-01,"R871,22",Done,
1324.0,745.0,,R -200,,app
1325.0,861.0,,"R4246,76",,store
1326.0,,25/10/2003,"R455,11",,app
1327.0,857.0,2001-07-09,R -200,,store
,4822.0,1991/05/20,960,,app
1329.0,34.0,invalid_date,"R4735,87",completed,web
1330.0,,1979-09-23,R 4177,Done,web
1331.0,2549.0,invalid_date,4268,Done,web
1332.0,,,"R4799,11",Completed,app
1333.0,3225.0,1995-12-02,"R1027,10",completed,web
1334.0,4011.0,23/01/1993,,Completed,
1335.0,894.0,2020-09-21,R 4985,completed,
1336.0,4618.0,invalid_date,,Done,web
1337.0,1517.0,,,completed,
1338.0,502.0,invalid_date,,,
1339.0,4530.0,1971/07/17,"R1039,68",completed,
1340.0,742.0,18/07/2016,,,
1341.0,2716.0,2003/02/10,"R2985,27",CANCELLED,web
1342.0,4022.0,1993-06-01,"R1361,13",Completed,app
1343.0,1248.0,1990-04-25,R 368,,web
1344.0,4119.0,2008/01/16,"R3843,50",completed,app
1345.0,4460.0,invalid_date,3621,Completed,web
,4573.0,2023/04/11,"R1148,10",CANCELLED,web
1347.0,3850.0,1970-01-10,R 3711,Done,
1348.0,3000.0,24/02/1992,443,completed,app
1349.0,546.0,1990/07/29,R 2632,completed,
1350.0,,invalid_date,,CANCELLED,web
1351.0,255.0,1976-06-22,"R736,59",completed,store
1352.0,1793.0,16/01/2009,R 1519,Completed,app
1353.0,3275.0,,R -200,,store
1354.0,115.0,invalid_date,R -200,completed,
1355.0,3003.0,invalid_date,,,app
1356.0,652.0,,"R3606,44",Done,app
1357.0,976.0,2009-12-03,,completed,app
1358.0,1567.0,2013/03/05,"R2560,48",CANCELLED,
1359.0,,invalid_date,R -200,completed,store
1360.0,,1972-03-03,1385,completed,store
1361.0,1592.0,1977/08/25,"R1008,90",CANCELLED,web
1362.0,2823.0,1989-09-16,,Completed,
1363.0,3827.0,invalid_date,R 4281,Completed,store
1364.0,,2004-09-10,R -200,,web
1365.0,4339.0,,"R4929,4",Completed,web
1366.0,3394.0,2001/05/20,R 1116,CANCELLED,
1367.0,103.0,1980-09-15,75,,web
1368.0,4786.0,invalid_date,1806,,
1369.0,2397.0,invalid_date,,,store
,3257.0,16/12/1998,R 3802,,web
1371.0,196.0,18/12/2008,R -200,Done,web
1372.0,2171.0,,"R1970,88",,web
1373.0,1767.0,1975/05/22,"R2490,71",,store
1374.0,2323.0,,"R990,44",completed,
1375.0,3738.0,08/08/2017,"R1930,37",,web
1376.0,2157.0,1984-06-17,R 243,,web
1377.0,329.0,,R 3510,,store
1378.0,2040.0,invalid_date,1508,CANCELLED,
1379.0,3671.0,invalid_date,R -200,,app
1380.0,,02/07/2011,R 2123,CANCELLED,
1381.0,1175.0,invalid_date,,Done,store
1382.0,,1985-04-04,"R3259,4",Completed,store
1383.0,1346.0,12/04/2021,R -200,,app
1384.0,3218.0,,"R1763,46",CANCELLED,store
1385.0,1990.0,invalid_date,3172,,web
1386.0,841.0,1998/11/21,,,app
1387.0,1025.0,2017-09-29,,CANCELLED,web
1388.0,418.0,invalid_date,"R3391,59",completed,web
1389.0,393.0,19/10/1984,R -200,completed,app
,4127.0,2011/03/25,,,web
1391.0,2666.0,22/11/2022,"R1676,33",Done,store
1392.0,444.0,1971/09/03,"R987,61",,store
1393.0,2626.0,1979/11/10,R -200,,web
1394.0,4921.0,1999/05/03,"R1856,66",Completed,app
1395.0,4843.0,1998-01-15,655,,app
1396.0,4436.0,1981/12/12,"R344,83",completed,web
1397.0,2156.0,1988/11/01,R -200,Done,store
1398.0,4850.0,1979/04/04,4355,,web
1399.0,2908.0,,"R4656,67",Completed,app
1400.0,362.0,,"R1293,67",completed,
1401.0,1810.0,1987-12-10,"R2582,12",Completed,app
1402.0,3880.0,2000/02/21,"R4876,48",,web
1403.0,2153.0,,3794,Completed,
1404.0,2825.0,invalid_date,,completed,
1405.0,1388.0,,,completed,web
1406.0,3460.0,1997/09/18,4130,Done,
1407.0,4894.0,06/05/1982,"R1999,62",Completed,
,4418.0,24/06/1984,,Done,store
1409.0,1991.0,invalid_date,,Completed,
1410.0,8.0,25/09/1998,"R3734,90",,web
1411.0,97.0,invalid_date,R 3488,CANCELLED,store
1412.0,1665.0,1973/04/26,,Done,web
1413.0,1714.0,invalid_date,R -200,,
1414.0,1518.0,,R -200,Completed,store
1415.0,251.0,1981/10/02,R -200,Done,
1416.0,,1975-07-02,421,,web
1417.0,1337.0,,"R2437,84",CANCELLED,app
1418.0,582.0,24/03/2025,R -200,completed,store
1419.0,611.0,invalid_date,,Completed,app
1420.0,2189.0,invalid_date,R -200,CANCELLED,store
1421.0,2457.0,26/09/2009,R -200,,web
1422.0,1714.0,2010-10-04,"R574,18",CANCELLED,
1423.0,3054.0,20/04/1986,R -200,completed,store
1424.0,1868.0,1970/07/12,R 2059,,app
1425.0,2077.0,05/08/1989,R -200,CANCELLED,web
1426.0,4653.0,1998/07/03,R 3568,Done,app
1427.0,1464.0,19/10/2009,R -200,,app
1428.0,,1994-10-01,R 4133,,app
1429.0,,invalid_date,R 1107,CANCELLED,
1430.0,2516.0,,,Completed,store
1431.0,2238.0,1991-06-11,,Completed,web
1432.0,4033.0,invalid_date,R 3024,CANCELLED,
1433.0,1039.0,invalid_date,2309,completed,
1434.0,4441.0,07/05/2003,R -200,Completed,store
1435.0,4748.0,23/11/1998,,,web
1436.0,,1974-11-09,R -200,completed,app
1437.0,,2002/04/04,241,Done,app
1438.0,3711.0,,R 4059,,store
1439.0,4738.0,2019/05/04,R -200,completed,
1440.0,1029.0,,"R3525,17",,store
1441.0,,2000-03-03,"R4374,23",,app
,2574.0,,4277,,app
1443.0,2621.0,1988/02/03,,Done,app
1444.0,2198.0,1972/11/02,"R3568,8",Completed,app
1445.0,3374.0,2014-01-10,2148,Completed,web
1446.0,2638.0,2012-11-29,"R3563,26",Done,web
1447.0,526.0,2021-06-18,"R2146,3",CANCELLED,app
1448.0,2542.0,2006-07-20,,Done,
1449.0,504.0,invalid_date,R 2358,completed,app
,4399.0,2003/07/21,400,,app
1451.0,4740.0,2011/06/14,"R2860,82",Completed,store
1452.0,4952.0,1995/06/27,"R3140,26",Completed,app
1453.0,,04/01/2023,3867,completed,store
1454.0,2838.0,01/07/1970,4154,,
1455.0,873.0,,R -200,Done,store
1456.0,187.0,28/02/1982,"R2553,40",,
1457.0,949.0,,R -200,CANCELLED,store
1458.0,,04/09/1976,"R4859,83",CANCELLED,app
1459.0,3014.0,02/04/2026,"R4375,23",,web
1460.0,3547.0,12/03/1996,,CANCELLED,
1461.0,2225.0,2007-03-23,R 3990,,
1462.0,3625.0,invalid_date,"R1219,73",Done,web
1463.0,2118.0,2010-07-27,R 2229,CANCELLED,app
1464.0,4831.0,1993/08/28,,CANCELLED,web
,1678.0,13/05/2016,2424,Done,
1466.0,1940.0,1982/05/29,R -200,Done,web
1467.0,286.0,20/03/2001,"R1916,84",Done,store
1468.0,4506.0,invalid_date,"R3005,22",,app
1469.0,,1973-03-17,R 2116,Completed,app
1470.0,2744.0,2019/07/02,"R2768,31",Done,
1471.0,1265.0,invalid_date,951,CANCELLED,web
1472.0,1730.0,,R -200,Completed,app
1473.0,2590.0,1987-07-30,R 2657,Completed,app
1474.0,2527.0,1989-10-16,R 392,,app
1475.0,1838.0,,R 3139,Completed,app
1476.0,3098.0,1985/10/22,,Done,web
1477.0,4572.0,1973-12-05,R 1736,Completed,store
1478.0,4307.0,invalid_date,"R1680,13",,
1479.0,1844.0,invalid_date,R 706,CANCELLED,web
1480.0,3616.0,invalid_date,R 1972,completed,store
1481.0,2353.0,1989/06/11,3560,completed,web
1482.0,2050.0,invalid_date,,completed,store
1483.0,3256.0,03/10/1995,R 1432,Done,app
1484.0,3177.0,,R 2192,completed,
1485.0,3041.0,invalid_date,,completed,web
1486.0,1971.0,09/11/2005,458,Completed,app
1487.0,1104.0,,"R1228,74",Completed,
1488.0,3814.0,,,CANCELLED,store
1489.0,1644.0,,2397,CANCELLED,app
1490.0,1901.0,1976/12/25,R -200,Done,
1491.0,,invalid_date,"R999,22",Done,store
1492.0,154.0,1973/08/27,"R3467,82",,web
1493.0,4071.0,1983/09/09,"R687,35",CANCELLED,app
1494.0,4279.0,1994/02/25,R -200,Completed,
1495.0,3690.0,02/10/2005,,Completed,app
1496.0,4932.0,invalid_date,4595,Completed,
1497.0,3505.0,01/11/2001,"R4462,35",Completed,store
1498.0,2703.0,1985-01-03,"R1338,67",CANCELLED,
1499.0,2748.0,1974-07-18,2376,,
1500.0,3789.0,1981-10-22,21,completed,
1501.0,4635.0,2025-05-20,,,
1502.0,1589.0,,R 2559,completed,store
1503.0,909.0,1986-05-13,R 4602,Completed,app
1504.0,3951.0,invalid_date,1327,Done,web
1505.0,3977.0,1991/03/21,R -200,,
1506.0,,2002/01/12,,Done,app
1507.0,4438.0,invalid_date,R 3857,Completed,
1508.0,651.0,,37,completed,
1509.0,,,,Completed,web
1510.0,4978.0,2002-10-11,,Done,web
1511.0,,05/02/2012,R 1380,completed,store
1512.0,3002.0,2000-12-18,R -200,CANCELLED,store
1513.0,1367.0,1982-11-19,,Done,web
1514.0,1559.0,1996/10/11,,CANCELLED,
1515.0,4600.0,invalid_date,R -200,CANCELLED,app
1516.0,4629.0,,2563,,store
1517.0,4853.0,26/05/2010,"R4614,64",,store
1518.0,1068.0,2023-03-02,R 345,Completed,store
1519.0,2982.0,,4893,completed,web
1520.0,641.0,,1857,Done,
1521.0,1307.0,,2873,Completed,web
1522.0,1839.0,19/06/1970,"R1341,73",,app
1523.0,1818.0,1987-03-23,R -200,completed,store
1524.0,758.0,02/11/1981,2927,Completed,web
1525.0,4163.0,03/01/2014,2736,completed,store
1526.0,3809.0,21/06/1993,177,Completed,
1527.0,4890.0,2018-09-21,R -200,completed,store
1528.0,846.0,invalid_date,,completed,app
1529.0,1181.0,2011-03-19,"R4672,46",completed,store
1530.0,3673.0,1974/07/08,R 768,CANCELLED,
1531.0,4335.0,,R -200,Done,app
,4328.0,,R 1497,Done,
1533.0,765.0,2004/07/12,R -200,,web
1534.0,3740.0,21/03/1977,R 3202,Done,store
1535.0,2954.0,,R 1069,,store
1536.0,3138.0,2015/03/29,R 838,CANCELLED,store
1537.0,1896.0,1978/11/19,R -200,completed,store
1538.0,2647.0,2016/05/18,"R639,58",CANCELLED,
1539.0,2947.0,,,Done,web
1540.0,1641.0,1982-10-08,,completed,app
1541.0,3251.0,1995/08/27,,Done,
1542.0,4672.0,1981-06-30,"R3204,2",completed,store
1543.0,1802.0,,"R4242,71",CANCELLED,
1544.0,2695.0,1990/07/24,,completed,store
1545.0,2947.0,2000-03-23,"R3712,27",CANCELLED,web
1546.0,4062.0,1982-02-20,715,completed,app
1547.0,2425.0,invalid_date,R -200,Done,app
1548.0,1235.0,invalid_date,R -200,,web
1549.0,423.0,06/04/1975,1543,Done,web
1550.0,2268.0,invalid_date,R -200,Completed,app
1551.0,3575.0,2001/10/11,1399,completed,store
1552.0,4599.0,invalid_date,R 585,completed,web
1553.0,1209.0,26/11/2000,"R4340,19",Done,web
1554.0,4749.0,2003/05/26,R -200,completed,app
1555.0,209.0,1971/06/14,"R1084,47",,web
1556.0,731.0,2017-11-15,R -200,CANCELLED,store
,521.0,05/04/2006,R 1610,Completed,web
1558.0,4711.0,1971/04/30,R 1494,CANCELLED,app
1559.0,4442.0,invalid_date,3912,completed,web
1560.0,4389.0,invalid_date,3662,Completed,store
1561.0,3960.0,invalid_date,R 2071,Done,store
1562.0,4631.0,,R 147,Done,app
1563.0,1769.0,2014-09-10,,CANCELLED,
1564.0,4074.0,1983-03-08,R -200,,app
1565.0,,2005/04/22,R -200,completed,web
1566.0,1346.0,,R -200,Done,app
1567.0,4872.0,05/10/2019,,completed,
1568.0,2441.0,1994/06/30,"R4390,3",Done,web
1569.0,4060.0,,,completed,store
1570.0,3904.0,24/12/2016,R 1422,,web
1571.0,2143.0,invalid_date,,,web
1572.0,468.0,28/01/2014,R 917,Done,store
1573.0,4607.0,1974/01/28,1313,completed,store
,4961.0,16/04/2015,,,app
1575.0,2229.0,invalid_date,,completed,web
1576.0,1606.0,1971-01-10,,CANCELLED,app
1577.0,,1970/09/29,1267,Completed,
1578.0,4376.0,1975-08-04,"R4487,70",Done,app
1579.0,819.0,,"R2629,99",completed,
1580.0,3825.0,2019/10/20,R -200,completed,web
1581.0,4713.0,2008-08-23,,CANCELLED,web
1582.0,2589.0,invalid_date,465,completed,app
1583.0,858.0,03/01/2020,R -200,completed,store
1584.0,2742.0,2016-01-31,R 323,CANCELLED,app
1585.0,4540.0,,"R4951,87",,web
1586.0,,29/09/2014,R -200,Completed,app
,2304.0,17/12/1996,R -200,CANCELLED,
1588.0,4011.0,,R -200,,store
1589.0,,invalid_date,R -200,,app
1590.0,1168.0,03/01/1984,R -200,,
1591.0,,invalid_date,"R4520,55",Completed,
1592.0,4983.0,2025/06/10,,Completed,store
1593.0,2245.0,,"R471,97",CANCELLED,web
1594.0,604.0,,574,CANCELLED,app
1595.0,1729.0,27/08/1973,R 2827,completed,app
1596.0,4163.0,invalid_date,R 284,completed,
,3535.0,invalid_date,R -200,Completed,
1598.0,227.0,1992-06-26,R 864,Done,store
1599.0,4157.0,invalid_date,1232,completed,store
1600.0,4622.0,invalid_date,,,
1601.0,748.0,,762,CANCELLED,web
1602.0,1337.0,,,,app
1603.0,2360.0,14/04/1985,1295,Done,store
1604.0,3286.0,1970/09/10,,completed,store
1605.0,3832.0,invalid_date,R -200,CANCELLED,store
1606.0,1009.0,2004-05-11,,completed,store
1607.0,2878.0,06/10/2009,,completed,web
1608.0,,1980/08/13,"R4927,16",,
1609.0,4953.0,2010/07/23,R -200,Done,
1610.0,4787.0,2025-11-02,1057,Completed,store
1611.0,3950.0,,R -200,,web
1612.0,2988.0,,,completed,app
1613.0,3407.0,2014/07/29,1595,completed,app
1614.0,1043.0,1994/12/09,4745,completed,app
1615.0,,2002/06/18,R 222,,app
1616.0,3333.0,23/02/2019,"R539,51",,store
1617.0,1290.0,07/12/2013,,CANCELLED,store
1618.0,4326.0,2018-11-03,R 2572,Completed,web
1619.0,4600.0,2022/06/09,R 4860,completed,app
1620.0,1865.0,invalid_date,,Completed,
1621.0,2293.0,invalid_date,R 3864,CANCELLED,
1622.0,3232.0,,,Done,web
1623.0,,2009/01/09,R 2016,Completed,store
1624.0,2449.0,2014-10-15,R -200,Completed,store
1625.0,4142.0,invalid_date,R 656,CANCELLED,web
1626.0,2598.0,23/12/2008,"R555,7",CANCELLED,app
1627.0,2680.0,1989-08-29,R -200,Completed,app
1628.0,1893.0,1985/06/10,"R4234,6",,app
1629.0,,1972-02-02,R -200,,store
1630.0,1042.0,2002-12-27,"R3203,49",,
1631.0,1286.0,,"R4707,74",Completed,store
1632.0,1271.0,invalid_date,"R2760,41",Completed,app
1633.0,3535.0,23/10/1974,326,,web
1634.0,2256.0,03/08/1979,2916,completed,store
1635.0,2652.0,2009/03/05,,,web
1636.0,1414.0,,4263,completed,
1637.0,,invalid_date,R -200,,web
1638.0,2362.0,invalid_date,1223,Completed,web
1639.0,4444.0,1999-02-05,160,CANCELLED,app
1640.0,2382.0,invalid_date,R 4786,,store
1641.0,3232.0,invalid_date,"R1126,25",Completed,store
1642.0,3640.0,03/02/2008,,,app
1643.0,3102.0,1976/07/26,4974,completed,app
1644.0,82.0,1976/05/15,"R3425,40",Done,app
1645.0,1220.0,2022/07/10,1588,completed,web
1646.0,,14/11/1985,R 531,,
1647.0,3206.0,2014/01/25,R 4448,completed,app
1648.0,1753.0,2000-02-09,R 4383,completed,web
1649.0,,,102,CANCELLED,
,4373.0,invalid_date,R -200,Done,store
1651.0,4574.0,1970-08-08,R 4808,completed,web
1652.0,,invalid_date,172,Done,
1653.0,1514.0,invalid_date,"R401,19",Completed,store
1654.0,1344.0,18/06/2001,R 1010,CANCELLED,store
1655.0,4237.0,2017/11/20,,Completed,web
1656.0,3803.0,1988-08-04,R 3918,Completed,app
1657.0,3928.0,invalid_date,R 4301,Done,web
1658.0,258.0,2008/12/16,60,Completed,store
1659.0,4876.0,2010-01-19,R -200,Completed,
1660.0,2251.0,09/12/2024,R 4285,Completed,
1661.0,3673.0,27/05/1988,,Done,app
1662.0,3934.0,08/03/1971,1566,completed,web
1663.0,1593.0,,R -200,,
1664.0,746.0,,,completed,
1665.0,4407.0,2014-06-23,R -200,completed,
1666.0,997.0,,R -200,Done,
1667.0,1486.0,invalid_date,,Done,
1668.0,,invalid_date,45,CANCELLED,store
1669.0,545.0,2012/12/06,R 3656,Done,store
,3025.0,1977/09/14,R 4782,,web
1671.0,,invalid_date,R 3309,CANCELLED,web
1672.0,1363.0,2021-04-12,R -200,Completed,store
1673.0,216.0,1976-09-17,,,web
1674.0,,2005-08-27,"R1308,31",CANCELLED,web
1675.0,2700.0,12/01/2004,R 2033,CANCELLED,app
1676.0,4071.0,invalid_date,,Done,store
1677.0,444.0,,R -200,Done,app
1678.0,2373.0,16/10/1970,,,
1679.0,3511.0,,R -200,Done,app
1680.0,1667.0,invalid_date,388,Completed,store
1681.0,1531.0,1996-04-17,R -200,completed,web
1682.0,3642.0,1999/07/30,,Done,web
1683.0,,invalid_date,R 894,completed,store
1684.0,3288.0,23/03/2010,R -200,CANCELLED,web
1685.0,3990.0,10/04/2002,4668,Completed,
1686.0,4397.0,invalid_date,R 3341,CANCELLED,store
1687.0,49.0,2025-08-12,4360,Completed,app
1688.0,3153.0,2019-04-09,,Done,store
1689.0,1225.0,,"R1347,89",,
1690.0,2521.0,1971-09-18,"R1216,47",Completed,web
1691.0,4806.0,,R 1178,completed,
1692.0,3676.0,08/04/1979,"R3834,19",,app
,658.0,invalid_date,,Done,store
1694.0,4422.0,07/05/1996,3916,completed,store
1695.0,3091.0,invalid_date,43,completed,app
1696.0,4072.0,2024/01/21,R -200,CANCELLED,web
1697.0,1136.0,invalid_date,R 1673,,store
1698.0,3318.0,2023-02-21,R -200,completed,store
1699.0,702.0,04/06/1974,R -200,Done,app
1700.0,67.0,1999/03/09,R -200,,store
1701.0,,2001/11/12,155,CANCELLED,store
1702.0,1859.0,2002-03-10,R 2510,Done,store
1703.0,4739.0,1993-08-01,,,web
1704.0,3561.0,invalid_date,1240,CANCELLED,web
1705.0,4596.0,invalid_date,,completed,app
1706.0,1900.0,1988-07-31,4606,completed,store
1707.0,1515.0,invalid_date,R 2463,Done,store
1708.0,534.0,29/09/1971,R -200,Done,web
1709.0,,1982/03/01,,Done,web
1710.0,4331.0,1990-12-26,,Done,app
1711.0,,03/03/1975,1974,,app
1712.0,1937.0,invalid_date,,CANCELLED,web
1713.0,3752.0,2018/09/13,R -200,,web
1714.0,1045.0,31/08/1972,R -200,,app
1715.0,4247.0,invalid_date,R 4629,CANCELLED,app
1716.0,,23/03/1992,,,
1717.0,,16/10/2012,"R688,17",CANCELLED,app
1718.0,4488.0,invalid_date,"R3991,40",Done,app
1719.0,2442.0,2020/07/26,"R1725,40",Completed,store
1720.0,1462.0,,,Completed,store
1721.0,2015.0,2014/05/16,,Done,web
1722.0,4791.0,2004-01-09,"R696,35",CANCELLED,store
1723.0,984.0,2019/10/24,2887,Completed,store
1724.0,1615.0,23/12/2000,,Completed,web
1725.0,1373.0,1984-11-21,"R4112,38",completed,web
1726.0,1689.0,1979-11-03,R -200,Completed,app
1727.0,2775.0,invalid_date,R 3269,Completed,store
1728.0,3182.0,invalid_date,R -200,Completed,
1729.0,2989.0,1994-08-14,,Done,
1730.0,4505.0,invalid_date,2591,CANCELLED,app
1731.0,,,,Done,app
1732.0,1461.0,11/05/1983,"R268,51",,app
1733.0,3049.0,14/11/2001,R -200,Completed,app
1734.0,,,"R4235,47",Done,web
1735.0,,invalid_date,,,
1736.0,676.0,2008/03/07,R 1837,Done,web
1737.0,3996.0,,R 445,Done,store
1738.0,1343.0,1993-07-02,R -200,completed,
1739.0,,1982-01-21,215,Completed,app
1740.0,528.0,12/08/1975,"R1192,69",,
1741.0,2754.0,invalid_date,R 158,CANCELLED,app
1742.0,4515.0,1982-02-02,R 796,CANCELLED,web
1743.0,2812.0,1998/05/09,"R493,53",,store
1744.0,,,R -200,,web
1745.0,260.0,2013-11-26,R 4031,completed,
1746.0,,2003-12-24,,CANCELLED,app
1747.0,617.0,2008/03/05,R 911,,store
,4416.0,invalid_date,,,
1749.0,4344.0,,"R4282,87",Completed,app
1750.0,3263.0,,"R3679,52",completed,app
1751.0,2263.0,invalid_date,"R2164,4",Completed,app
1752.0,,1998-12-08,R -200,CANCELLED,
1753.0,2990.0,22/07/1973,,,
1754.0,237.0,invalid_date,R -200,Completed,store
1755.0,3716.0,,R -200,,
1756.0,3073.0,2003/06/03,4166,completed,store
1757.0,2548.0,02/07/2025,"R3010,8",CANCELLED,web
1758.0,,2013/01/05,1489,Done,web
1759.0,4481.0,invalid_date,2263,,store
1760.0,1130.0,invalid_date,,Completed,web
,1721.0,invalid_date,"R1312,30",CANCELLED,app
1762.0,2284.0,,1940,Done,
1763.0,3575.0,03/07/1976,2648,Done,
1764.0,2360.0,1975-06-28,"R561,24",,
1765.0,109.0,2000-01-21,2515,,app
1766.0,1078.0,1999/09/11,2511,CANCELLED,app
1767.0,4239.0,06/08/2019,,completed,
1768.0,1042.0,23/12/2004,"R3991,65",,store
1769.0,3029.0,25/04/2017,"R4106,88",Done,app
1770.0,1672.0,,R 168,Done,
1771.0,2157.0,1999/10/13,,CANCELLED,web
1772.0,783.0,1994/03/26,,CANCELLED,app
1773.0,2065.0,1986-04-20,4444,,
1774.0,3687.0,01/03/2015,,CANCELLED,web
1775.0,2616.0,invalid_date,1236,completed,store
1776.0,,1974-12-24,,,app
1777.0,4038.0,1990/10/26,2357,,app
1778.0,381.0,1970-08-25,R -200,,app
1779.0,1921.0,1983/08/13,,Completed,
1780.0,3297.0,1977/04/30,3209,Completed,store
1781.0,3877.0,1982/12/28,,completed,app
1782.0,1536.0,06/12/1980,R 2577,CANCELLED,
1783.0,1430.0,,R 493,completed,web
1784.0,1818.0,invalid_date,R 154,completed,store
1785.0,4480.0,invalid_date,R 1409,completed,app
1786.0,3379.0,1989-09-21,1917,Completed,store
,1830.0,invalid_date,"R1567,68",CANCELLED,app
1788.0,3785.0,2012/10/21,"R1894,3",Done,store
1789.0,3655.0,1974-01-19,,,web
1790.0,4995.0,1986/01/14,R 4499,Done,app
1791.0,1364.0,invalid_date,R 4657,,app
1792.0,1368.0,2001-12-25,4975,Completed,app
1793.0,2151.0,,"R1372,11",Completed,app
1794.0,3882.0,invalid_date,R 1829,Completed,
1795.0,2875.0,28/12/2018,R -200,Completed,store
1796.0,,invalid_date,"R4076,21",completed,app
1797.0,702.0,22/02/1991,"R3698,47",Done,
,2292.0,1998-10-13,,CANCELLED,store
1799.0,4586.0,invalid_date,R 3900,CANCELLED,web
1800.0,1502.0,02/11/2015,R 4494,Completed,app
1801.0,1941.0,1978/09/27,R -200,Completed,
1802.0,693.0,invalid_date,R -200,Done,web
1803.0,56.0,1970/12/02,"R2806,95",CANCELLED,web
1804.0,1942.0,1996-12-17,R -200,completed,app
1805.0,1326.0,17/12/1994,R 521,CANCELLED,app
1806.0,2233.0,1987/10/08,806,Done,app
1807.0,,invalid_date,"R3904,94",Completed,web
1808.0,291.0,,R 291,completed,store
,,,941,completed,store
1810.0,908.0,,4158,Done,
,4763.0,invalid_date,R -200,completed,web
1812.0,2453.0,25/02/1975,R -200,Done,app
1813.0,4296.0,invalid_date,,completed,web
1814.0,,invalid_date,,CANCELLED,store
1815.0,967.0,1977/05/09,1931,CANCELLED,app
1816.0,562.0,,R -200,Done,web
1817.0,2798.0,2014/01/12,,completed,
1818.0,,2009-12-06,R 2729,Completed,web
1819.0,4381.0,29/09/2007,R 4157,Done,store
1820.0,20.0,28/10/1995,1925,,web
1821.0,3560.0,18/03/1996,2832,Done,app
1822.0,877.0,1981-09-10,R -200,completed,app
1823.0,2686.0,,R 2635,Done,app
1824.0,2748.0,2014/12/19,,,app
1825.0,3771.0,2025/08/07,R -200,Completed,web
1826.0,336.0,1998-04-12,"R4715,80",Done,store
1827.0,3371.0,invalid_date,,Completed,store
1828.0,3804.0,invalid_date,3101,completed,
1829.0,2280.0,invalid_date,"R3238,31",Done,
1830.0,2040.0,1989/02/26,,,web
1831.0,2326.0,16/03/2001,"R2939,33",Done,web
1832.0,288.0,18/04/1973,1352,Completed,
1833.0,,1991-06-06,R 247,Done,store
