transaction_id,order_id,payment_method,transaction_amount,transaction_date,success_flag
1268.0,2959,Card,851.9460505911434,,Y
1269.0,2735,CASH,4642.022317952527,,
1270.0,1135,Crypto,274.6130194555326,2023-03-32,N
1271.0,3464,Crypto,2223.743520662136,16/12/2021,maybe
1272.0,1918,Crypto,1724.129026364133,1972-11-22,Y
1273.0,999999,Cash,3232.2921314022333,1996-06-03,
1274.0,1538,Card,2492,,
1275.0,2071,CASH,2572,02/09/1977,Y
1276.0,3349,Crypto,2332.209502879544,02/11/1981,maybe
1277.0,999999,Crypto,3805,26/01/2017,
1278.0,3521,Cash,-1330.159012643866,2023-03-32,N
1279.0,297,Crypto,4859.697717235921,2020-01-25,
1280.0,3523,Cash,NaN,13/06/1991,
1281.0,999999,Crypto,3702,07/04/1973,N
1282.0,4039,Crypto,NaN,2023-03-32,
1283.0,999999,Card,NaN,,
1284.0,22,Cash,NaN,21/05/1984,maybe
1285.0,3267,Card,4404,17/05/1990,
1286.0,322,Card,NaN,2023-03-32,Y
1287.0,4755,card,NaN,1989-07-13,maybe
,1045,Cash,NaN,2021-12-06,
1289.0,1770,CASH,4315,2023-03-32,N
1290.0,2037,CASH,NaN,2013-11-21,maybe
1291.0,85,,1124.3389793545234,1986-01-21,
1292.0,1004,Card,347.0684507264059,,maybe
1293.0,2973,Cash,NaN,,
1294.0,2589,Card,344,2023-03-32,N
1295.0,999999,Crypto,NaN,2011-05-31,maybe
1296.0,242,Crypto,-773.5483851811427,2021-01-28,N
1297.0,3146,CASH,1234,2013-11-18,maybe
1298.0,1940,Cash,-1032.0663343399187,2023-03-32,maybe
1299.0,2844,card,1507,2023-03-32,Y
1300.0,1552,Crypto,NaN,2023-03-32,
1301.0,4271,CASH,419.6569435055653,2023-03-32,maybe
1302.0,858,,77,1988-10-05,
1303.0,1779,Card,2206,2023-03-32,Y
1304.0,4732,Cash,NaN,,N
1305.0,2115,,990.3674843508402,1990-04-20,Y
1306.0,3901,,2082,14/09/2008,N
,3913,,656,2023-02-05,maybe
1308.0,1815,Card,504,1982-07-15,maybe
1309.0,3215,,-32.79226030600489,,N
1310.0,2426,Crypto,NaN,2023-09-09,Y
1311.0,999999,,2806,2011-01-26,N
1312.0,4800,CASH,2842,,
1313.0,3732,,NaN,2023-03-32,N
1314.0,4930,card,435,1999-07-28,maybe
1315.0,999999,,NaN,21/01/2026,N
1316.0,2133,CASH,457,2023-03-32,N
1317.0,4989,card,NaN,2007-08-09,
1318.0,1442,CASH,1890.9378674855388,2023-03-32,maybe
1319.0,999999,,NaN,2023-03-32,
1320.0,999999,Card,4627.991684135974,2023-03-32,
1321.0,4351,Crypto,3249.9141120445556,2018-08-03,
1322.0,1363,,NaN,,Y
1323.0,2244,Cash,NaN,2023-03-32,Y
1324.0,3597,Crypto,NaN,,
1325.0,676,card,4527,2023-03-32,Y
1326.0,1201,Card,2336,2023-03-32,maybe
1327.0,1446,card,NaN,02/10/1999,N
1328.0,1472,card,4515,,Y
,1516,,4064.732725434991,1992-03-28,maybe
1330.0,178,Cash,NaN,2023-03-32,N
1331.0,999999,Card,2212,2023-03-32,
1332.0,3670,Crypto,NaN,1995-02-18,maybe
1333.0,2322,Crypto,2190.436919292196,2023-03-32,maybe
1334.0,4017,card,2917,,
1335.0,1446,,-324.5810454865725,,maybe
1336.0,4429,card,NaN,23/10/1975,Y
1337.0,285,card,NaN,1971-10-14,N
1338.0,3189,Crypto,NaN,16/10/2007,
1339.0,1385,,1074,2023-03-32,N
1340.0,515,Card,NaN,19/07/1987,maybe
1341.0,136,card,NaN,,Y
1342.0,4238,Cash,1979,21/06/2024,N
1343.0,1158,Crypto,31.514291113273202,,maybe
1344.0,2338,Crypto,995,18/12/1982,maybe
1345.0,1202,CASH,975,1991-12-25,maybe
1346.0,4988,Crypto,4316.366773051115,,
1347.0,999999,card,3363.2840959130144,,maybe
1348.0,4644,Cash,3996.9128769087756,1994-03-12,Y
1349.0,3215,CASH,2196,2023-03-32,N
1350.0,4140,Cash,NaN,1990-04-28,
1351.0,2104,CASH,3838,,
1352.0,2336,CASH,NaN,,
1353.0,1416,card,1853,20/07/1996,Y
1354.0,2440,Crypto,NaN,2023-03-32,maybe
1355.0,999999,Crypto,NaN,,
1356.0,4382,CASH,1343,01/04/1978,N
1357.0,3447,Card,3818,25/06/1993,
1358.0,539,CASH,3799.351265390833,1986-01-08,
1359.0,3878,card,NaN,,N
1360.0,1560,Crypto,-1013.4793270289615,18/12/2024,N
1361.0,2126,Crypto,3146.4551445860398,04/06/2017,
1362.0,3484,Cash,NaN,1971-07-01,maybe
1363.0,513,Cash,NaN,,N
1364.0,2488,Card,4180,2023-03-32,N
1365.0,1204,CASH,NaN,2023-03-32,maybe
1366.0,1832,,NaN,,Y
1367.0,999999,Cash,-1107.3233101956844,2022-07-08,N
1368.0,999999,Crypto,533.147702191397,2023-03-32,maybe
1369.0,2771,CASH,819,1991-06-15,maybe
1370.0,1802,Crypto,-792.9904196726168,,
,2203,,NaN,1985-05-04,
1372.0,961,Crypto,NaN,2005-05-07,N
1373.0,4416,Crypto,NaN,10/01/2019,maybe
1374.0,1749,CASH,NaN,2023-03-32,N
1375.0,1725,card,1628,2023-03-32,
1376.0,3650,Cash,NaN,1991-11-12,Y
1377.0,4205,card,NaN,2023-03-32,
1378.0,1648,Card,1036.825668135833,,
1379.0,2700,card,3580,11/07/1996,Y
1380.0,663,Card,3737,2003-12-07,
1381.0,858,Cash,-284.78130266401354,2002-01-07,Y
1382.0,544,Crypto,NaN,11/12/2004,maybe
1383.0,3706,CASH,4894.906740843913,26/05/1974,
1384.0,220,,NaN,06/02/1989,Y
1385.0,2538,card,-223.2957811738263,19/02/2003,
1386.0,915,CASH,NaN,2023-03-32,N
1387.0,691,CASH,-572.6554380318635,1977-12-08,N
1388.0,1259,Card,NaN,28/04/2019,Y
1389.0,4183,Crypto,NaN,2023-03-32,Y
1390.0,1506,Cash,1838.2031129431498,15/04/2002,N
1391.0,3222,Cash,4993.584249532056,26/05/2007,N
1392.0,3490,CASH,1974.1934410356757,01/12/2020,maybe
1393.0,3419,Crypto,4124.518076404162,,Y
1394.0,3513,,NaN,,N
1395.0,2893,CASH,4513.623296146466,04/03/1986,Y
1396.0,999999,Crypto,-769.1882916065576,2023-03-32,
,235,Cash,4455,,
1398.0,3875,card,3407,2023-03-32,maybe
1399.0,2662,Crypto,-1926.2428425145652,2023-03-32,maybe
1400.0,2355,Crypto,3505,1992-03-29,
1401.0,2849,,-1458.2095542105735,2023-03-32,Y
1402.0,4978,Cash,3927,,maybe
1403.0,1228,,3370,10/04/2025,Y
1404.0,2688,,2425,,
1405.0,2772,CASH,3993.5198298410905,2001-10-10,
1406.0,4367,Card,2128,2023-03-32,maybe
1407.0,999999,Card,-832.7448132016682,2004-08-04,
1408.0,4263,CASH,619,23/09/2010,N
1409.0,1650,,1735,1974-11-06,Y
1410.0,999999,CASH,4245.269040665001,2017-12-02,N
1411.0,1509,card,-563.9855841875155,,
1412.0,999,,3375,2007-04-27,maybe
1413.0,3104,Card,106,2022-10-13,
1414.0,2837,Cash,1329.2143634747663,,N
1415.0,3719,Card,-1156.4777801858527,,N
1416.0,999999,card,2540.930614715532,,Y
1417.0,2206,Cash,-351.865021976055,27/11/2016,N
1418.0,999999,Crypto,3736.809580241279,,N
1419.0,2448,Cash,2009.7136273530632,2023-03-32,maybe
1420.0,452,Cash,3926,,Y
1421.0,999999,Cash,2131.5062721270324,1974-10-27,maybe
1422.0,999999,,3215.919320107372,28/05/2005,maybe
,3710,CASH,-254.39647519130176,14/04/1981,
1424.0,3456,Crypto,2662,2023-03-32,Y
1425.0,999999,card,NaN,2019-10-11,N
1426.0,2484,Cash,NaN,2004-03-14,
1427.0,1792,,-1368.7736475001698,2004-11-19,
1428.0,727,,NaN,1984-07-06,Y
1429.0,644,Cash,-873.4392349985062,2019-12-13,maybe
1430.0,1050,card,-215.70856930761965,2005-02-09,
1431.0,2139,,NaN,,maybe
1432.0,3525,card,4386.51068990421,,maybe
1433.0,2234,,1417,2022-01-15,Y
1434.0,366,Crypto,3064.5596835553706,2023-03-32,N
1435.0,2621,,-1477.469532017973,25/07/1981,N
1436.0,2805,Card,NaN,,Y
1437.0,4569,,NaN,2023-03-32,maybe
1438.0,3170,card,NaN,2010-11-14,Y
1439.0,4194,Cash,2176,2023-03-32,N
1440.0,868,,-1889.045829443522,1994-11-18,Y
1441.0,4585,Cash,NaN,2012-07-02,N
1442.0,2593,CASH,4342,,maybe
1443.0,4035,,2973,1981-08-09,N
1444.0,3164,Crypto,4176.120590391621,2023-08-30,N
1445.0,2209,Cash,-654.643935508389,,N
1446.0,2,CASH,-407.73168569009204,,N
1447.0,4703,Card,3899.452630596934,,N
1448.0,1187,CASH,NaN,21/10/1988,
1449.0,2500,,2785,2023-03-32,maybe
1450.0,2664,Cash,3783,2009-11-05,
1451.0,4052,CASH,NaN,,Y
,1469,Cash,3744.041136130516,01/01/1983,
1453.0,4085,Crypto,3741,,maybe
1454.0,106,,NaN,19/07/1992,
1455.0,786,,126,2023-03-32,Y
1456.0,4447,,1910.48489119221,12/10/2008,
1457.0,1225,Cash,605,02/08/2009,Y
1458.0,4863,Crypto,-909.4902697448774,2015-10-31,maybe
1459.0,4021,,2830.671953838334,,
1460.0,2799,Cash,3769.564379244649,,
1461.0,250,CASH,1697.5679348853228,,Y
1462.0,1138,Cash,4633,2023-03-32,N
1463.0,1767,card,1843.7197249689502,11/09/2003,Y
1464.0,1526,Cash,-745.4854503780546,1972-11-07,Y
1465.0,2326,CASH,-933.9364930387899,1996-01-10,Y
1466.0,2152,CASH,3456.1534393493457,28/03/1986,
,193,Card,3154,24/06/1993,Y
1468.0,999999,,3743.988894853609,2023-03-32,
1469.0,145,,711,2023-03-32,
1470.0,3289,card,581,1995-10-11,
1471.0,499,,3588,,
1472.0,4532,card,NaN,2023-03-32,N
1473.0,1308,CASH,3264.8160814214643,2015-02-23,maybe
1474.0,4629,Crypto,NaN,2023-03-32,N
1475.0,4760,,NaN,2006-01-26,maybe
1476.0,2036,Cash,NaN,1970-07-28,maybe
1477.0,705,CASH,1022,2005-03-18,maybe
1478.0,3490,,NaN,2004-08-22,maybe
1479.0,1998,Card,2547,2023-03-32,N
1480.0,3423,CASH,1277,1992-07-30,Y
1481.0,1534,,2120,2015-02-05,Y
1482.0,1459,Crypto,NaN,14/07/2022,Y
1483.0,6,Card,2732.911832057319,2011-08-22,maybe
1484.0,4612,Card,3288.583701825867,2023-03-32,Y
1485.0,2378,card,NaN,2023-03-32,N
1486.0,1807,card,-1829.3212154008827,2023-03-32,Y
1487.0,4714,Cash,NaN,,maybe
1488.0,2964,CASH,NaN,2025-05-10,Y
1489.0,1676,,NaN,1970-02-27,Y
1490.0,2097,,4850.219814436574,30/07/1991,maybe
,46,Card,830.8951362089588,07/03/1986,Y
1492.0,2649,CASH,1518.2289714789626,03/02/2005,
1493.0,247,Card,3362.0543964481412,2023-03-32,N
1494.0,876,CASH,3607,21/12/1973,Y
1495.0,999999,card,1424.5970363851784,2014-10-03,Y
1496.0,999999,Card,NaN,03/01/2017,N
1497.0,500,,NaN,,Y
1498.0,4755,card,-1948.0702834044523,,Y
1499.0,3630,Cash,4735.090946636767,1973-03-07,
,3616,Card,NaN,23/08/1993,
1501.0,2312,card,-1966.2365284935956,2023-03-32,N
1502.0,999999,Cash,NaN,2023-03-32,N
1503.0,1052,,NaN,,maybe
1504.0,3665,card,NaN,29/12/2024,Y
,999999,Cash,3279,,N
1506.0,999999,CASH,3634,2023-03-32,
1507.0,3731,,NaN,1994-09-20,N
1508.0,4780,,NaN,1980-01-21,N
1509.0,3082,,3496.207358029419,,Y
1510.0,4332,,1382.5842457062681,25/08/1986,
1511.0,4984,card,3840,2023-03-32,Y
1512.0,2058,card,2855,2023-03-32,maybe
1513.0,4535,Crypto,NaN,,Y
1514.0,34,,4279.532224410359,,Y
1515.0,164,Crypto,NaN,,Y
1516.0,1273,Card,NaN,23/03/2023,maybe
1517.0,980,Cash,3987,2023-03-32,maybe
1518.0,723,,NaN,2023-03-32,
1519.0,2922,Cash,NaN,,maybe
1520.0,999999,card,4117,2023-03-32,N
1521.0,3821,Crypto,2457,,Y
1522.0,3822,CASH,NaN,19/02/1994,
,4404,card,NaN,14/04/2026,N
,640,CASH,3138,26/09/1983,Y
1525.0,555,Cash,NaN,1972-11-14,N
1526.0,1170,,4053.9516926550104,2023-04-13,maybe
1527.0,3802,Crypto,3038,01/09/1999,N
1528.0,1547,card,4560,,Y
1529.0,370,,995.5656436240001,31/05/1997,N
1530.0,4078,CASH,1584,28/09/1986,maybe
1531.0,3234,Crypto,676.803245558081,2023-03-32,
,1085,Card,79.28490373589693,2023-03-32,Y
1533.0,3894,Cash,3689.878653729067,2007-02-24,
1534.0,75,Card,632,2002-11-19,
1535.0,1859,card,2803,1985-01-29,N
1536.0,2386,Cash,-1876.3515244495027,,N
,2370,CASH,-274.4307281135809,2023-03-32,Y
1538.0,868,,NaN,2023-03-32,
1539.0,614,card,3853.7992343969963,,
1540.0,389,,NaN,,Y
1541.0,3009,,NaN,2023-03-32,N
1542.0,3514,,NaN,2023-03-32,
1543.0,1838,Card,3170.9482498227617,,N
1544.0,1824,CASH,NaN,2023-03-32,maybe
1545.0,2252,Card,NaN,2023-03-32,
1546.0,3349,Cash,4237,2023-03-32,N
1547.0,918,Cash,4987.8598225285505,14/10/2024,N
1548.0,2279,,-1352.5718319934967,,N
1549.0,3811,Crypto,-681.9257416790856,03/03/2022,
1550.0,3998,card,NaN,,
1551.0,3515,,NaN,,maybe
1552.0,2603,Cash,4894,12/11/2011,Y
1553.0,4210,Card,3280.677008705121,2015-10-20,N
1554.0,4342,Cash,66.73937200583123,07/12/1995,N
1555.0,4457,Card,881,2014-06-14,Y
1556.0,4364,Card,2837.0288729033036,,maybe
1557.0,2151,Cash,3673.663066053482,,
1558.0,1404,,554.8858313346595,,Y
1559.0,3333,Cash,NaN,2023-03-32,maybe
1560.0,4378,Card,-354.34687725489994,2023-03-32,
1561.0,3785,Crypto,NaN,2023-03-32,maybe
1562.0,2186,Cash,1387,27/02/1992,maybe
1563.0,4830,CASH,NaN,,N
1564.0,2566,Card,NaN,,Y
,3420,Cash,NaN,27/01/2008,maybe
1566.0,4948,CASH,NaN,,
1567.0,999999,Crypto,4128,,N
1568.0,1718,card,NaN,2023-03-32,Y
1569.0,4893,Cash,3741.5325624777324,2023-03-32,N
1570.0,1862,Crypto,2575,28/07/2022,N
1571.0,400,CASH,2773,04/07/1996,Y
1572.0,999999,card,NaN,2023-03-32,maybe
1573.0,4389,Card,1795.6615775700939,,
1574.0,648,Cash,4068,,N
1575.0,1602,Card,-664.5158385944205,1984-04-20,N
1576.0,2854,,NaN,2023-03-32,
,2406,Card,4050,1981-02-15,maybe
1578.0,1176,card,NaN,,maybe
1579.0,2626,card,1052,2023-03-32,N
1580.0,4642,Cash,NaN,1994-04-03,maybe
1581.0,1230,CASH,4043,1998-10-03,
1582.0,1846,,NaN,18/05/1994,Y
1583.0,3978,Card,375,,
1584.0,2338,,4838.394936100398,16/06/2015,Y
1585.0,564,card,NaN,2023-03-32,
1586.0,4932,Cash,4611,2023-03-32,
1587.0,1998,Cash,NaN,,Y
1588.0,2427,Crypto,527.6640379832829,2023-03-32,Y
1589.0,2351,Cash,-333.0926541694348,,
,3182,Cash,1009,1986-01-24,maybe
1591.0,2940,Cash,NaN,1977-08-11,N
1592.0,3369,card,2385,,
1593.0,3660,Card,NaN,24/03/1990,N
1594.0,2886,Cash,1769,1974-08-08,
1595.0,490,Cash,2902.3571573380787,2005-04-21,N
1596.0,3488,CASH,NaN,25/01/1977,maybe
1597.0,4738,CASH,1123,28/01/1976,Y
1598.0,1123,card,879,,N
1599.0,4348,CASH,4476,2009-09-10,maybe
1600.0,4795,,NaN,02/03/1977,
1601.0,3099,CASH,3384.3607440847527,2024-03-23,N
1602.0,2565,,-199.34417838430682,,maybe
1603.0,630,,2834.7309839579693,12/09/2020,Y
1604.0,4697,card,1154,,Y
,2518,Cash,2783.6991475602026,,N
1606.0,4117,,1441,1973-04-06,maybe
1607.0,0,Cash,NaN,16/01/1973,
1608.0,795,Cash,4774,16/09/1977,maybe
1609.0,2403,Card,3102,,
1610.0,3453,,191.89705918952313,2023-03-32,Y
1611.0,649,,NaN,1976-11-07,N
1612.0,3021,Crypto,2742,,N
1613.0,2745,CASH,NaN,2023-03-32,
1614.0,999999,Card,4174,1974-06-12,Y
1615.0,1836,Crypto,NaN,2023-03-32,
1616.0,748,Cash,NaN,2023-03-32,
1617.0,507,,-587.4715401744209,1991-01-15,
1618.0,440,card,1335,17/04/2017,maybe
1619.0,3811,,2969.83158182863,2023-03-32,
1620.0,999999,Crypto,NaN,,Y
1621.0,1514,card,635,,maybe
1622.0,1831,Cash,2974.241868254866,,Y
1623.0,4698,Card,4081,,Y
1624.0,2765,card,-1966.8129670766243,2009-12-22,
1625.0,3054,CASH,-619.3194289802741,,
1626.0,1132,card,NaN,1978-12-19,Y
1627.0,999999,Crypto,3712,2023-03-32,Y
1628.0,1873,Cash,1033.4070831376334,,
1629.0,4154,Cash,-548.8402240057494,,Y
1630.0,999999,,NaN,2023-03-32,maybe
1631.0,970,Crypto,4011,15/07/2005,Y
1632.0,999999,Crypto,NaN,2010-12-29,
1633.0,785,Cash,NaN,1974-07-29,N
1634.0,4481,,316,31/10/1998,
1635.0,3506,Crypto,NaN,1988-10-03,Y
1636.0,3038,,2787.606596296846,1999-05-29,
1637.0,1523,,NaN,14/12/2004,
1638.0,4807,,3134,15/09/2011,N
1639.0,3425,Crypto,2962,2023-03-32,maybe
1640.0,1730,Cash,725.8972727736486,,Y
1641.0,3570,Cash,3805.157321564342,2023-03-32,N
1642.0,3317,,-366.414638606082,,N
1643.0,2916,CASH,2356,22/08/1988,
1644.0,3596,card,NaN,1979-12-23,Y
1645.0,2999,CASH,-326.7838106863244,23/08/2006,Y
1646.0,1906,Crypto,3071,19/07/1976,N
1647.0,2645,Card,530.623246682509,1998-06-08,
1648.0,4879,Crypto,NaN,2021-12-03,maybe
1649.0,999999,Cash,80,2023-03-32,maybe
1650.0,1763,CASH,NaN,2023-03-32,maybe
1651.0,4026,card,NaN,,maybe
1652.0,1969,Card,NaN,1975-03-31,N
1653.0,4183,Card,3267.1035540536286,2023-03-32,maybe
1654.0,2051,card,861,15/04/1998,
,4465,Card,-1536.0759079602817,30/01/2014,Y
1656.0,3072,Card,446,,
1657.0,1676,CASH,4582,2010-11-03,N
,450,Card,4949,,maybe
1659.0,2776,Cash,3633.7015717315344,24/02/1988,N
1660.0,2310,Cash,NaN,2002-08-23,maybe
1661.0,1212,,1724.6793658387396,26/11/1988,Y
1662.0,3417,Card,3844,,N
1663.0,2457,Card,NaN,,Y
1664.0,2753,,NaN,,maybe
1665.0,2184,card,1434.6052595575402,1977-12-02,Y
1666.0,4497,Cash,847.9973710266527,2024-07-26,
1667.0,3042,Crypto,655.138168150731,2022-02-12,maybe
1668.0,3037,CASH,3232.786260172911,2023-03-32,N
1669.0,4851,Crypto,2354,09/05/2008,
1670.0,3230,Crypto,1743,2006-11-22,
1671.0,4913,CASH,NaN,2023-03-32,maybe
1672.0,2636,Cash,1882,2023-03-32,N
1673.0,999999,Cash,2662,1996-02-17,N
1674.0,3672,CASH,3308.177429101155,,Y
1675.0,1948,Crypto,842.5711873687305,2023-03-32,
1676.0,4855,card,4066.536073460963,2023-03-32,N
1677.0,4425,card,2256,2023-03-32,N
1678.0,4089,Cash,-1360.7584564562976,14/03/1985,
1679.0,1413,Cash,NaN,1970-07-12,N
1680.0,999999,CASH,NaN,1983-05-04,
1681.0,4920,,1215,29/04/1997,N
1682.0,999,Cash,3962.687241241344,,N
1683.0,26,,4058,17/04/2018,
1684.0,186,CASH,-1254.4572033757895,2023-03-32,maybe
1685.0,4433,Card,4800,2023-03-32,maybe
1686.0,999999,,2760,2023-03-32,Y
1687.0,2737,,NaN,,
1688.0,4888,Cash,NaN,23/01/2012,maybe
1689.0,636,CASH,NaN,,
1690.0,999999,Cash,3734,2003-11-02,
1691.0,4667,,NaN,,
1692.0,4170,card,2531,10/04/2014,Y
1693.0,443,Cash,-1384.4747470848893,2023-03-32,Y
1694.0,4823,Cash,1270,2023-03-32,maybe
1695.0,1621,,3152.3019046458103,23/02/2022,
1696.0,1222,Cash,4075,,maybe
1697.0,665,card,NaN,1974-07-14,N
1698.0,2215,Card,NaN,1973-01-13,N
1699.0,3461,card,NaN,21/10/2009,
1700.0,2713,card,-928.8741007227047,2023-03-32,maybe
1701.0,4575,Cash,1759,,maybe
1702.0,1545,,4053.0018899000315,13/03/2016,
1703.0,1181,card,NaN,1978-12-08,Y
1704.0,239,Cash,NaN,2023-03-32,maybe
1705.0,4809,,-587.3792246468988,,
1706.0,3303,,2277.9265837381627,2023-03-32,
,1681,,1481.7415317224877,1974-03-09,maybe
1708.0,2623,Crypto,3964,2023-03-32,maybe
1709.0,4665,CASH,NaN,09/01/2003,maybe
1710.0,3967,card,3710,2001-04-22,N
1711.0,2564,CASH,NaN,,N
1712.0,218,,1013.8752132391646,1985-08-11,Y
1713.0,1828,Card,NaN,2023-03-32,
1714.0,999999,card,347,2023-03-32,N
1715.0,1019,Cash,NaN,1987-03-31,
1716.0,4938,CASH,4572,1995-04-29,
1717.0,2903,Cash,1612,2023-03-32,Y
1718.0,2178,Card,3184,,N
1719.0,295,Cash,-1352.3967970575802,03/03/2017,Y
1720.0,2238,Card,4217,2023-03-32,
1721.0,4673,card,-232.28417740613781,2023-03-32,N
1722.0,999999,CASH,974.758561193401,,
1723.0,3197,Crypto,1068,1991-11-24,Y
1724.0,4972,Card,4451,2023-03-32,Y
1725.0,1179,CASH,1564,2005-11-15,
1726.0,4321,Card,3145,2013-03-06,Y
1727.0,2025,Card,NaN,08/03/2001,
1728.0,3047,card,NaN,22/11/2003,Y
1729.0,228,Cash,4060,,Y
1730.0,2534,Card,2181.9995208995424,2006-11-05,N
1731.0,750,CASH,1677,05/01/1984,
1732.0,4793,Crypto,NaN,2023-03-32,
1733.0,999999,Crypto,NaN,,
1734.0,3667,,1860.5127982040071,1987-06-02,
1735.0,1206,,-1434.4534303978367,2023-03-32,N
1736.0,1885,Crypto,NaN,,maybe
1737.0,1813,Cash,-645.5041909201573,1999-11-15,maybe
1738.0,340,Card,3173.371589254886,1975-08-19,Y
1739.0,84,card,NaN,14/05/1986,N
1740.0,3391,Cash,2109,2015-05-15,N
1741.0,669,Crypto,NaN,1987-01-07,maybe
1742.0,1014,card,4358.720802757195,1992-05-18,maybe
1743.0,999999,Crypto,-34.95028585589057,2008-11-29,maybe
1744.0,2830,Cash,NaN,2023-03-32,N
1745.0,3046,,NaN,,
1746.0,2189,Card,NaN,24/04/1983,N
1747.0,2734,Card,763,2006-02-08,N
1748.0,1891,Card,4968,,N
1749.0,1216,,-748.6812748954972,19/09/1996,Y
1750.0,585,CASH,4303,1973-01-09,maybe
1751.0,2764,,1958.1443918801756,2001-10-13,maybe
1752.0,4593,Card,NaN,,N
1753.0,2802,CASH,2253.3467387717483,21/10/1981,maybe
1754.0,999999,Card,2024,,maybe
1755.0,4244,CASH,3319.2209979623285,,Y
1756.0,979,Crypto,1341,20/01/1980,N
1757.0,3060,,4035,2004-02-24,N
1758.0,4481,card,4789.521072591601,21/10/2008,N
1759.0,3061,Crypto,-67.51985304233654,2023-03-32,maybe
1760.0,972,Card,3628,2023-03-32,
1761.0,2423,Cash,1340.4692934226655,2023-03-32,
1762.0,249,card,NaN,2023-03-32,
1763.0,1078,Crypto,725,18/11/2024,N
1764.0,321,Cash,4674,1998-02-05,maybe
1765.0,4621,,2297.736396625717,2017-09-06,
1766.0,743,Cash,4510,2023-03-32,maybe
1767.0,1226,Card,NaN,,maybe
1768.0,999999,Card,NaN,31/10/2012,maybe
1769.0,3600,,1672,2011-12-11,N
1770.0,982,,3764,16/11/1983,
1771.0,2856,,NaN,,N
1772.0,2433,,NaN,2023-03-32,maybe
1773.0,4377,CASH,1075,09/09/1985,N
1774.0,2049,CASH,NaN,2023-03-32,maybe
1775.0,1872,Crypto,-1252.0497807454085,2025-10-17,Y
,836,,489,2000-09-21,
1777.0,4695,Cash,NaN,09/06/1974,
1778.0,3982,Card,2772.834248993876,2023-03-32,Y
1779.0,2949,CASH,-1547.308308249925,10/01/1982,maybe
1780.0,2465,Cash,3243.0199637061824,,Y
1781.0,918,Card,1301,06/04/1973,maybe
1782.0,828,card,2014.945226591945,10/12/1994,Y
1783.0,3690,CASH,-440.48591324730046,21/08/1979,
1784.0,2569,Card,979.0473024774433,2023-03-32,
1785.0,1730,card,3252.1748345854257,2023-03-32,Y
1786.0,894,card,1301.4045976930279,2023-03-32,Y
1787.0,4362,card,2639.8548398290795,03/07/1987,
1788.0,710,Crypto,2371,1996-02-13,N
1789.0,3709,,3488,2005-05-11,
1790.0,281,Card,-186.44811043109644,,
1791.0,2846,card,551,2023-03-32,
1792.0,3131,Card,2731.228218435518,,N
1793.0,999999,,1258,2008-03-08,N
1794.0,3379,Cash,4750,,Y
1795.0,1861,Crypto,NaN,29/05/2012,N
1796.0,1556,,-405.0045016677218,,N
1797.0,4768,,NaN,24/09/1974,Y
1798.0,377,Cash,1944,01/06/1996,
1799.0,1269,card,-927.0875245750024,2023-03-32,Y
1800.0,4360,CASH,3665,,
1801.0,3332,Crypto,NaN,2023-03-32,N
1802.0,999999,card,NaN,,Y
1803.0,104,CASH,3433,25/03/2021,N
1804.0,1049,CASH,2392,2023-03-32,N
1805.0,2850,CASH,NaN,2023-03-32,Y
1806.0,999999,Crypto,3735,,N
1807.0,4729,Crypto,4345.469102206116,,
1808.0,2193,CASH,NaN,,Y
1809.0,4333,Crypto,-163.20492443768035,,
1810.0,2581,Cash,NaN,2023-03-32,maybe
1811.0,2429,,3240,1979-10-24,N
1812.0,2449,Card,NaN,2013-05-26,
1813.0,4557,Crypto,NaN,2023-03-32,Y
1814.0,4352,,597.894582209793,,N
1815.0,3670,Crypto,3516.3147962107532,28/05/2020,N
1816.0,4796,Card,NaN,2023-03-32,maybe
1817.0,2410,CASH,697.5233137429873,1994-03-26,maybe
1818.0,4319,CASH,NaN,,Y
1819.0,1770,,234.2454306460968,2023-03-32,N
1820.0,3480,card,NaN,2023-03-32,Y
1821.0,3230,card,3849,1983-09-26,Y
1822.0,479,card,3311.7195206916967,2023-03-32,Y
1823.0,279,Card,2933,05/11/1989,maybe
1824.0,999999,Cash,NaN,13/12/2020,maybe
1825.0,3489,card,NaN,13/07/2010,
1826.0,2796,Cash,3615.154270318115,,
1827.0,1682,,3802,25/12/1972,N
1828.0,510,Crypto,4427.758618680161,2023-03-32,maybe
1829.0,2099,card,NaN,,maybe
1830.0,1264,Card,NaN,2023-03-32,
1831.0,1498,card,1368.042979044441,,maybe
1832.0,4773,,3732,,Y
1833.0,2883,CASH,NaN,,maybe
1834.0,527,CASH,NaN,2023-03-32,Y
1835.0,4043,Cash,3809,2023-03-32,Y
1836.0,2886,Cash,1126.329243513991,2023-03-32,N
1837.0,4299,CASH,NaN,,Y
1838.0,999999,CASH,-521.8121229424994,28/01/2012,Y
1839.0,1212,,NaN,2023-03-32,N
1840.0,3873,Card,2806.192067925258,,maybe
1841.0,3912,Card,1244.9100820817575,2023-03-32,N
1842.0,1236,,990,2004-02-23,
1843.0,4699,Card,NaN,2023-03-32,N
1844.0,1467,CASH,NaN,20/12/1979,N
1845.0,4430,Crypto,NaN,07/04/1971,Y
1846.0,4343,Card,101.59575579328066,1974-10-09,N
1847.0,3148,Crypto,174.8229511579966,,N
1848.0,3901,card,4101.5950164636615,1974-06-04,maybe
